Squad,# of Players,Matches Played,Starts,Minutes,90s Played,Goals Against,Goals Against/90,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks)
N/A
N/A
Austria Wien,2,32,32,"2,880",32.0,34,1.06,103,77,71.8,12,10,10,13,40.6,8,5,3,0,37.5
Blau-Weiß Linz,2,32,32,"2,880",32.0,48,1.50,138,95,68.8,7,11,14,9,28.1,6,5,1,0,16.7
Hartberg,1,32,32,"2,880",32.0,51,1.59,135,90,65.9,12,9,11,10,31.3,6,5,1,0,16.7
LASK,1,32,32,"2,880",32.0,33,1.03,107,77,72.0,14,10,8,14,43.8,4,3,1,0,25.0
Rapid Wien,1,32,32,"2,880",32.0,35,1.09,104,70,68.3,11,12,9,12,37.5,2,2,0,0,0.0
RB Salzburg,3,32,32,"2,880",32.0,29,0.91,85,62,71.8,20,7,5,14,43.8,6,5,1,0,16.7
SC Austria Lustenau,2,32,32,"2,880",32.0,56,1.75,158,111,68.4,4,9,19,7,21.9,9,6,3,0,33.3
SCR Altach,3,32,32,"2,880",32.0,40,1.25,119,81,68.9,6,13,13,10,31.3,3,3,0,0,0.0
SK Austria Klagenfurt,2,32,32,"2,880",32.0,49,1.53,144,96,66.7,9,12,11,8,25.0,1,1,0,0,0.0
Sturm Graz,3,32,32,"2,880",32.0,23,0.72,97,77,78.4,19,10,3,14,43.8,3,2,1,0,33.3
Wolfsberger AC,2,32,32,"2,880",32.0,38,1.19,135,100,73.3,12,10,10,9,28.1,3,2,1,0,33.3
WSG Tirol,3,32,32,"2,878",32.0,55,1.72,142,91,63.4,7,5,20,4,12.5,4,3,1,0,25.0
